date,price
2024-02-10 00:00:00 UTC,47143.2429910711
2024-02-11 00:00:00 UTC,47768.9952512479
2024-02-12 00:00:00 UTC,48189.8817930399
2024-02-13 00:00:00 UTC,50050.136094564
2024-02-14 00:00:00 UTC,49732.1453695535
2024-02-15 00:00:00 UTC,51790.1692975264
2024-02-16 00:00:00 UTC,51958.2302910549
2024-02-17 00:00:00 UTC,52166.4343097619
2024-02-18 00:00:00 UTC,51684.5174926453
2024-02-19 00:00:00 UTC,52138.4857887369
2024-02-20 00:00:00 UTC,51764.3131854878
2024-02-21 00:00:00 UTC,52286.7937255467
2024-02-22 00:00:00 UTC,51842.7567662564
2024-02-23 00:00:00 UTC,51319.5001257027
2024-02-24 00:00:00 UTC,50841.0810947709
2024-02-25 00:00:00 UTC,51553.0967128311
2024-02-26 00:00:00 UTC,51751.8840549346
2024-02-27 00:00:00 UTC,54478.191083123
2024-02-28 00:00:00 UTC,57003.5267373081
2024-02-29 00:00:00 UTC,62558.5820241931
2024-03-01 00:00:00 UTC,61298.2168611016
2024-03-02 00:00:00 UTC,62426.6405291919
2024-03-03 00:00:00 UTC,62067.8668021218
2024-03-04 00:00:00 UTC,63053.1054390642
2024-03-05 00:00:00 UTC,68186.6459343215
2024-03-06 00:00:00 UTC,64291.5365575695
2024-03-07 00:00:00 UTC,66145.9192785085
2024-03-08 00:00:00 UTC,66944.8763905358
2024-03-09 00:00:00 UTC,68315.2519207831
2024-03-10 00:00:00 UTC,68508.0039626159
